EventsID,SiteCode,EventCode,Personnel,CrewLeader,SiteName,TribTo,Date,TimeStart,TimeEnd,MouthLat,MouthLon,SiteLat,SiteLon,Discharge,WaterTemp,pH,SpecCond,Alk,DO,Hardness,AirTemp,Turbidity,Format,Unassessed,Connectivity,Loyalsock,FarmStreams,Other,Location,EventNotes,Weather,WQTime
968,Dutchman.UpperLoyalsock,201706.Dutchman.UpperLoyalsock,,,Dutchman.Run,Upper Loyalsock Creek,6/21/2017,,,,,41.449235,-76.451373,,13.6,6.08,54,6,10.05,,,,Repeated,,,Loyalsock,,,Upstream of Railroad Trestle,,,
969,Huckle.Loyalsock,201706.Huckle.Loyalsock,,,Huckle.Run,Loyalsock,6/21/2017,,,,,41.41844,-76.71111,,13.4,6.4,31.2,5.2,10.53,,,,Repeated,,,Loyalsock,,,Mouth,,,
970,BearRun.Loyalsock,201706.BearRun.Loyalsock,,,Bear.Run,Loyalsock Creek,6/22/2017,,,,,41.465112,-76.498457,,13.3,6.83,31.8,9,10.21,,,,Repeated,,,Loyalsock,,,Above bridge on Cosgrove property,,,
971,Coal.UpperLoyalsock,201706.Coal.UpperLoyalsock,,,Coal.Run,Upper Loyalsock Creek,6/22/2017,,,,,41.46088,-76.52153,,15.2,6.15,38.4,11.4,9.1,,,,Repeated,,,Loyalsock,,,Mouth,,,
972,Mill.Loyalsock,201706.Mill.Loyalsock,,,Mill.Run,Loyalsock Creek,6/22/2017,,,,,41.46669,-76.47659,,16.1,6.67,39.5,10,9.2,,,,Repeated,,,Loyalsock,,,Mill Run Lane,,,
973,Porter.Hoagland,201706.Porter.Hoagland,,,Porter.Creek,Hoagland Branch,6/22/2017,,,,,41.52133,-76.70416,,17.7,7.07,97.6,33,8.82,,,,Repeated,,,Loyalsock,,,Mouth,,,
974,Rock.LittleLoyalsock,201706.Rock.LittleLoyalsock,,,Rock.Run,Little Loyalsock Creek,6/22/2017,,,,,41.501177,-76.516613,,13.5,6.95,40.3,13,9.71,,,,Repeated,,,Loyalsock,,,DCNR Property,,,
975,UNT20353toLoyalsockCre.Loyalsock,201706.UNT20353toLoyalsockCre.Loyalsock,,,UNT.20353.to.Loyalsock.Creek,Loyalsock Creek,6/22/2017,9:20:00 AM,,41.461795,-76.497916,41.461831,-76.498009,,10.3,7.08,49.1,17.9,11.2,,14.4,,Single,Unassessed,,,,,At mouth to Loyalsock (25ft cascade down to Loyalsock creek too steep),,,
976,DryHB.Hoagland,201706.DryHB.Hoagland,,,Dry.Run.HB,Hoagland Branch,6/26/2017,,,,,41.51405,-76.71452,,12.7,7.11,51,20,11.09,,,,Repeated,,,Loyalsock,,,Along Dry Run Road,,,
977,Ellis.UpperLoyalsock,201706.Ellis.UpperLoyalsock,,,Ellis.Creek,Upper Loyalsock Creek,6/26/2017,,,,,41.44606,-76.37416,,15.3,6.3,20.4,8,9.73,,,,Repeated,,,Loyalsock,,,Gamelands,,,
978,FlagMarsh.Pigeon,201706.FlagMarsh.Pigeon,,,Flag.Marsh.Run,Pigeon Creek,6/26/2017,,,,,41.476077,-76.309056,,13.9,6.75,31.3,13,9.61,,,,Repeated,,,Loyalsock,,,Mouth,,,
979,Level.Lick,201706.Level.Lick,,,Level.Branch,Lick Creek,6/26/2017,,,,,41.553886,-76.553158,,13.1,7.41,87.3,34,11.93,,,,Repeated,,,Loyalsock,,,At mouth,,,
980,Streby.Lick,201706.Streby.Lick,,,Streby.Run,Lick Creek,6/26/2017,,,,,41.548331,-76.555277,,13.2,7.72,172,46,11.45,,,,Repeated,,,Loyalsock,,,Mouth,,,
981,Yellow.LittleLoyalsock,201706.Yellow.LittleLoyalsock,,,Yellow.Run,Little Loyalsock Creek,6/26/2017,,,,,41.5081,-76.504,,13.6,7.35,204.6,49,11.1,,,,Repeated,,,Loyalsock,,,Above Bridge,,,
982,Fall.Hoagland,201706.Fall.Hoagland,,,Fall.Run,Hoagland Branch,6/27/2017,,,,,41.53544,-76.74061,,13.8,7.29,102,45,10.35,,,,Repeated,,,Loyalsock,,,Mouth,,,
983,Lake.Elk,201706.Lake.Elk,,,Lake.Run,Elk Creek,6/27/2017,,,,,41.55373,-76.66962,,15.6,7.21,51.6,20,,,,,Repeated,,,Loyalsock,,,100m upstream of mouth,,,
984,Sherman.UpperLoyalsock,201706.Sherman.UpperLoyalsock,,,Sherman.Run,Upper Loyalsock,6/27/2017,,,,,41.45208,-76.3519,,17.8,5.35,19,3,,,,,Repeated,,,Loyalsock,,,Bridge,,,
985,Swamp.Hoagland,201706.Swamp.Hoagland,,,Swamp.Run,Hoagland Branch,6/27/2017,,,,,41.49084,-76.71973,,13.4,7.01,42,10,11.6,,,,Repeated,,,Loyalsock,,,Mouth,,,
986,UNT20410toLoyalsockCre.Loyalsock,201706.UNT20410toLoyalsockCre.Loyalsock,,,UNT.20410.to.Loyalsock.Creek,Loyalsock Creek,6/27/2017,6:10:00 PM,,41.45212,-76.3704,41.452451,-76.371641,,21.1,6.81,237.1,41.7,,,,,Single,Unassessed,,,,,Mouth below huge wetland. No flow above,,,
987,Weed.Hoagland,201706.Weed.Hoagland,,,Weed.Creek,Hoagland Branch,6/27/2017,,,,,41.53089,-76.74007,,13.6,7.37,75.8,38,,,,,Repeated,,,Loyalsock,,,At mouth,,,
988,Grandad.Hessler,201706.Grandad.Hessler,,,Grandad.Run,Hessler Branch,6/28/2017,,,,,41.35706,-76.7487,,10.4,5.47,14,3,,,,,Repeated,,,Loyalsock,,,Mouth,,,
989,Shingle.Bear,201706.Shingle.Bear,,,Shingle.Run,Bear Creek,6/28/2017,,,,,41.38193,-76.76989,,11.5,5.6,14,2,,,,,Repeated,,,Loyalsock,,,Mouth,,,
990,Snake.BearLoyalsock,201706.Snake.BearLoyalsock,,,Snake.Run,Bear Creek (Loyalsock),6/28/2017,,,,,41.38209,-76.781769,,11.5,6.46,21.5,10,,,,,Repeated,,,Loyalsock,,,Upstream of braid,,,
991,TC0-CB-M,TC1-CB-M,,,Mtn Trib Carl Brown,Susquehanna River,7/5/2017,9:00:00 AM,,,,40.92942,-76.92766,,15.4,7.43,497.3,218,7.09,,,,Repeated,,,,Farm Streams,,,,,
992,TC0-CB-L,TC1-CB-L,,,Downstream Carl Brown,Susquehanna River,7/6/2017,8:45:00 AM,,,,40.92989,-76.92714,,17.8,7.74,698,286,7,,,,Repeated,,,,Farm Streams,,,,,
993,TC0-CB-U,TC1-CB-U,,,Upstream Carl Brown,Susquehanna River,7/6/2017,12:00:00 PM,,,,40.92931,-76.9277,,17.8,7.74,698,286,7,,,,Repeated,,,,Farm Streams,,,,,
994,Miller.LittleSugar,201707.Miller.LittleSugar,,,Miller.Hollow,Little Sugar Run,7/10/2017,12:31:00 PM,,41.23194,-76.67823,41.232462,-76.677598,,,,,,,,,,Single,Unassessed,,,,,Harman Road,,,
995,Sugar.Gregg,201707.Sugar.Gregg,,,Sugar.Run,Gregg Run,7/10/2017,10:15:00 AM,,41.22829,-76.71412,41.23118,-76.70743,,18.4,7.42,187.2,63,9.46,,23,,Single,Unassessed,,,,,Clarkstown Road pulloff 150m below Rt 118,,,
996,UNT19610toLittleSugar.LittleSugar,201707.UNT19610toLittleSugar.LittleSugar,,,UNT.19610.to.Little.Sugar.Run,Little Sugar Run,7/10/2017,12:10:00 PM,,41.22916,-76.68352,41.22538,-76.68367,,17.7,7.5,215,67,8.58,,23,,Single,Unassessed,,,,,Old Laidsville Road,,,
997,UNT19617toSugar.Sugar,201707.UNT19617toSugar.Sugar,,,UNT.19617.to.Sugar.Run,Sugar Run,7/10/2017,12:57:00 PM,,41.24752,-76.67015,41.247822,-76.669302,,,,,,,,,,Single,Unassessed,,,,,Green Valley Road near Dr. Poust Road,,,
998,UNT19667toMuncy.Muncy,201707.UNT19667toMuncy.Muncy,,,UNT.19667.to.Muncy.Creek,Muncy Creek,7/10/2017,1:50:00 PM,,41.2996,-76.68158,41.29922,-76.68113,,19.4,7.19,115,49,7.98,,22.5,,Single,Unassessed,,,,,Barto Hollow Road,,,
999,UNT19670toLick.Lick,201707.UNT19670toLick.Lick,,,UNT.19670.to.Lick.Run,Lick Run,7/10/2017,2:20:00 PM,,41.3106,-76.63554,41.318,-76.66876,,17.1,7.47,186.3,90,10.7,,22.5,,Single,Unassessed,,,,,Birch Still Road,,,
1000,LU0-EL,LU1-EL,,,East Buffalo Township D,Susquehanna River,7/17/2017,8:45:00 AM,,,,40.96259,-76.90717,,16,7.86,609.2,332,7.42,,,,Repeated,,,,Farm Streams,,,Start 5 m above footbridge;,,
1001,LU0-EU,LU1-EU,,,East Buffalo Township U,Susquehanna River,7/17/2017,11:00:00 AM,,,,40.96223,-76.90803,,17,7.87,686,295,8.11,,,,Repeated,,,,Farm Streams,,,Start at riffle in right field;,,
1002,TC0-SB-L,TC1-SB-L,,,Downstream Steve Brown,Susquehanna River,7/19/2017,8:30:00 AM,,,,40.92832,-76.94331,,16.6,7.69,528,302,8.05,,,,Repeated,,,,Farm Streams,,,Lots of reed canary grass;,,
1003,TC0-SB-U,TC1-SB-U,,,Upstream Steve Brown,Susquehanna River,7/19/2017,10:30:00 AM,,,,40.92864,-76.9459,,17.3,7.83,528.8,298,9.27,,,,Repeated,,,,Farm Streams,,,,,
1004,Big.Muncy,201707.Big.Muncy,,,Big.Run,Muncy Creek,7/20/2017,1:08:00 PM,,41.29681,-76.68889,41.302468,-76.697495,,20.6,7.77,65.1,27.3,8.98,,22.2,,Single,Unassessed,,,,,Above culvert on Big Run Road,,,
1005,Fox.Big,201707.Fox.Big,,,Fox.Run,Big Run,7/20/2017,2:37:00 PM,,41.29758,-76.69089,41.299274,-76.690456,,25.3,7.55,113.5,45,6.96,,25.1,,Single,Unassessed,,,,,Rt. 220 Culvert,,,
1006,UNT19701toSpring.Spring,201707.UNT19701toSpring.Spring,,,UNT.19701.to.Spring.Run,Spring Run,7/26/2017,12:01:00 PM,,41.32275,-76.60681,41.32275,-76.60681,,16.7,6.96,52.8,23,8.11,,21.1,,Single,Unassessed,,,,,At mouth,,,
1007,UNTtoTurtleRM175.Turtle,201805.UNTtoTurtleRM175.Turtle,,,UNT.to.Turtle.Creek..RM.1.75.,Turtle Creek,5/24/2018,1:34:00 PM,,40.93054,-76.884313,40.917079,-76.888982,,13.6,7.28,142.2,28,,,,,Single,Unassessed,,,,,1730 Supplee Mill Rd  Lewisburg,,,
1008,PC0-BL,PC3-BL,,,UNT to Pine Creek- Downstream,Penns Creek,5/29/2018,9:35:00 AM,,,,40.90189,-77.357284,,14.8,6.97,479,262,9.4,,,,Repeated,,,,Farm Streams,,,,,
1009,PC0-BU,PC3-BU,,,UNT to Pine Creek- Upstream,Penns Creek,5/29/2018,12:10:00 PM,,,,40.90339,-77.35796,,16.5,7.7,471.4,210,11.34,,,,Repeated,,,,Farm Streams,,,,,
1010,EC0-NF,EC3-NF,,,Elk Creek- Neff,Pine Creek,5/30/2018,10:00:00 AM,,,,40.9541,-77.384389,,15.4,6.92,75.6,32,10.56,,,,Repeated,,,,Farm Streams,,,,,
1011,EC0-SF,EC3-SF,,,Elk Creek- Sheats,Pine Creek,5/30/2018,1:00:00 PM,,,,40.95596,-77.38076,,17.6,6.99,69.8,,10.34,,,,Repeated,,,,Farm Streams,,,,,
1012,EC0-ML,EC3-ML,,,Elk Creek- Miller,Pine Creek,5/31/2018,11:00:00 AM,,,,40.958711,-77.374155,,15.7,7.06,70,60,10.22,,,,Repeated,,,,Farm Streams,,,,,
1013,EC0-PH,EC3-PH,,,Elk Creek- Chip Brown,Pine Creek,5/31/2018,9:00:00 AM,,,,40.95732,-77.37691,,15.6,7.15,71,60,9.65,,,,Repeated,,,,Farm Streams,,,,,
1014,LU0-EL,LU3-EL,,,East Buffalo Township D,Susquehanna River,6/4/2018,9:20:00 AM,,,,40.96267,-76.90692,,13,7.17,598.3,260,9.83,,,,Repeated,,,,Farm Streams,,,Sprayed Rodeo 6/1/2018;,,
1015,LU0-EU,LU3-EU,,,East Buffalo Township U,Susquehanna River,6/4/2018,11:00:00 AM,,,,40.96246,-76.90794,,13,7.17,593.3,260,9.83,,,,Repeated,,,,Farm Streams,,,Sprayed Rodeo 6/1/2018;,,
1016,SP0-DM,SP3-DM,,,Spring Creek- Middle,Bald Eagle Creek,6/4/2018,3:00:00 PM,,,,40.781866,-77.746277,,15.5,8,394.4,160,18.56,,,,Repeated,,,,Farm Streams,,,,,
1017,SP0-DU,SP3-DU,,,Spring Creek- Upstream,Bald Eagle Creek,6/4/2018,1:45:00 PM,,,,40.78505,-77.73557,,14.7,7.63,326.2,180,11.23,,,,Repeated,,,,Farm Streams,,,,,
1018,SP0-MV,SP3-MV,,,Spring Creek-Downstream,Bald Eagle Creek,6/4/2018,3:50:00 PM,,,,40.781123,-77.757491,,16.2,7.53,429.5,200,8.48,,,,Repeated,,,,Farm Streams,,,,,
1019,TC0-CB-L,TC3-CB-L,,,Downstream Carl Brown,Susquehanna River,6/5/2018,9:30:00 AM,,,,40.92994,-76.92643,,13.5,7.74,511.5,240,12.99,,,,Repeated,,,,Farm Streams,,,,,
1020,TC0-CB-M,TC3-CB-M,,,Mtn Trib Carl Brown,Susquehanna River,6/5/2018,12:32:00 PM,,,,40.92918,-76.92715,,17,7.64,163.7,100,9.54,,,,Repeated,,,,Farm Streams,,,,,
1021,TC0-CB-U,TC3-CB-U,,,Upstream Carl Brown,Susquehanna River,6/5/2018,12:30:00 PM,,,,40.929372,-76.927639,,13.5,7.74,511.5,240,12.99,,,,Repeated,,,,Farm Streams,,,,,
1022,TC0-SB-L,TC3-SB-L,,,Downstream Steve Brown,Susquehanna River,6/6/2018,9:39:00 AM,,,,40.9283,-76.94332,,13,7.61,552.8,220,9.7,,,,Repeated,,,,Farm Streams,,,,,
1023,TC0-SB-U,TC3-SB-U,,,Upstream Steve Brown,Susquehanna River,6/6/2018,12:02:00 PM,,,,40.928485,-76.94527,,13,7.61,552.8,220,9.7,,,,Repeated,,,,Farm Streams,,,,,
1024,TC0-BL,TC3-BD,,,Downstream Baylor (2),Susquehanna River,6/7/2018,9:30:00 AM,,,,40.93062,-76.91642,,12.7,7.14,501.3,220,10.61,,,,Repeated,,,,Farm Streams,,,,,
1025,TC0-BU,TC3-BU,,,Upstream Baylor (1),Susquehanna River,6/7/2018,12:30:00 PM,,,,40.93064,-76.91755,,12.7,7.14,501.3,220,10.61,,,,Repeated,,,,Farm Streams,,,,,
1026,LR0-MA,LR2018-MA,,,Martin Farm,Susquehanna River,6/12/2018,1:31:00 PM,,,,41.04888,-76.7365,,15.9,7.61,577.4,280,9.01,,,,Repeated,,,,Farm Streams,,,,,
1027,LR0-PF,LR3-PF,,,Pfleegor Farm,Susquehanna River,6/12/2018,9:15:00 AM,,,,41.03444,-76.74826,,12,7.33,598.6,260,10,,,,Repeated,,,,Farm Streams,,,,,
1028,LR0-SM,LR3-SM,,,Smith Farm,Susquehanna River,6/12/2018,11:15:00 AM,,,,41.04128,-76.7458,,15.3,7.54,592.2,260,10.45,,,,Repeated,,,,Farm Streams,,,,,
1029,LR0-SR,LR3-SR,,,Schnure Farm,Susquehanna River,6/14/2018,10:00:00 AM,,,,41.02335,-76.77872,,14.5,7.48,599.4,280,10.99,,,,Repeated,,,,Farm Streams,,,,,
1030,LS0-RA,LS3-RA,,,Little Shamokin,Shamokin Creek,6/15/2018,9:30:00 AM,,,,40.80626,-76.74547,,15,7.16,166.9,60,10.09,,,,Repeated,,,,Farm Streams,Training,,,,
1031,Level.Lick,201806.Level.Lick,,,Level.Branch,Lick Creek,6/18/2018,,,,,41.553886,-76.553158,,15,7.03,90.1,34,12.07,,,,Repeated,,,Loyalsock,,,At mouth,,,
1032,Scar.LowerLoyalsock,201806.Scar.LowerLoyalsock,,,Scar.Run,Lower Loyalsock,6/18/2018,,,,,41.470536,-76.635052,,14.4,6.52,55.6,50,12.5,,,,Repeated,,,Loyalsock,,,At Lucky 7 Camp,,,
1033,Streby.Lick,201806.Streby.Lick,,,Streby.Run,Lick Creek,6/18/2018,,,,,41.548331,-76.555277,,16.6,7.44,162.6,62,11.45,,,,Repeated,,,Loyalsock,,,Mouth,,,
1034,DryHB.Hoagland,201806.DryHB.Hoagland,,,Dry.Run.HB,Hoagland Branch,6/19/2018,,,,,41.51405,-76.71452,,14.7,7.64,51.8,26,12,,,,Repeated,,,Loyalsock,,,Along Dry Run Road,,,
1035,Huckle.Loyalsock,201806.Huckle.Loyalsock,,,Huckle.Run,Loyalsock,6/19/2018,,,,,41.41844,-76.71111,,15.2,6.84,35.7,14,12.11,,,,Repeated,,,Loyalsock,,,Mouth,,,
1036,Lick.Kings,201806.Lick.Kings,,,Lick.Run,Kings Creek,6/19/2018,,,,,41.50767,-76.64373,,15,7.22,48.6,23,10.68,,,,Repeated,,,Loyalsock,,,At end of path,,,
1037,Porter.Hoagland,201806.Porter.Hoagland,,,Porter.Creek,Hoagland Branch,6/19/2018,,,,,41.52133,-76.70416,,21.1,7.46,92,25,10.91,,,,Repeated,,,Loyalsock,,,Mouth,,,
1038,Swamp.Hoagland,201806.Swamp.Hoagland,,,Swamp.Run,Hoagland Branch,6/19/2018,,,,,41.49084,-76.71973,,16,7.58,43.8,8,12.08,,,,Repeated,,,Loyalsock,,,Mouth,,,
1039,Conklin.LakeMokoma,201806.Conklin.LakeMokoma,,,Conklin.Run,Lake Mokoma,6/20/2018,,,,,41.41991,-76.480135,,13.6,5.15,16.6,3,12.5,,,,Repeated,,,Loyalsock,,,Upstream of Bridge,,,
1040,Dutchman.UpperLoyalsock,201806.Dutchman.UpperLoyalsock,,,Dutchman.Run,Upper Loyalsock Creek,6/20/2018,,,,,41.449235,-76.451373,,12.6,6.7,72.7,6.4,11.58,,,,Repeated,,,Loyalsock,,,Upstream of Railroad Trestle,,,
1041,Ellis.UpperLoyalsock,201806.Ellis.UpperLoyalsock,,,Ellis.Creek,Upper Loyalsock Creek,6/20/2018,,,,,41.44606,-76.37416,,12.9,7.03,18.7,5,12.94,,,,Repeated,,,Loyalsock,,,Gamelands,,,
1042,FlagMarsh.Pigeon,201806.FlagMarsh.Pigeon,,,Flag.Marsh.Run,Pigeon Creek,6/20/2018,,,,,41.476077,-76.309056,,14.1,6.4,31,19,10.77,,,,Repeated,,,Loyalsock,,,Mouth,,,
1043,Sand.MillMokoma,201806.Sand.MillMokoma,,,Sand.Run,Mill Creek (Mokoma),6/20/2018,,,,,41.429593,-76.486242,,15.2,4.8,33.7,3.8,10.24,,,,Repeated,,,Loyalsock,,,Off trail,,,
1044,Sherman.UpperLoyalsock,201806.Sherman.UpperLoyalsock,,,Sherman.Run,Upper Loyalsock,6/20/2018,,,,,41.45208,-76.3519,,16.4,4.79,16.5,8,10.75,,,,Repeated,,,Loyalsock,,,Bridge,,,
1045,Brunnerdale.Ogdonia,201806.Brunnerdale.Ogdonia,,,Brunnerdale.Run,Ogdonia Creek,6/21/2018,,,,,41.38554,-76.66904,,13,6.92,37.7,10,11.61,,,,Repeated,,,Loyalsock,,,Mouth,,,
1046,Fall.Hoagland,201806.Fall.Hoagland,,,Fall.Run,Hoagland Branch,6/21/2018,,,,,41.53544,-76.74061,,15.7,7.25,94.5,12.9,11.55,,,,Repeated,,,Loyalsock,,,Mouth,,,
1047,Lake.Elk,201806.Lake.Elk,,,Lake.Run,Elk Creek,6/21/2018,,,,,41.55373,-76.66962,,16.6,7.25,55,15,11.48,,,,Repeated,,,Loyalsock,,,100m upstream of mouth,,,
1048,Rock.LittleLoyalsock,201806.Rock.LittleLoyalsock,,,Rock.Run,Little Loyalsock Creek,6/21/2018,,,,,41.501177,-76.516613,,15.2,7.22,43.9,12.8,11.63,,,,Repeated,,,Loyalsock,,,DCNR Property,,,
1049,Weed.Hoagland,201806.Weed.Hoagland,,,Weed.Creek,Hoagland Branch,6/21/2018,,,,,41.53089,-76.74007,,14.6,7.33,64.4,20,12.22,,,,Repeated,,,Loyalsock,,,At mouth,,,
1050,BearRun.Loyalsock,201806.BearRun.Loyalsock,,,Bear.Run,Loyalsock Creek,6/22/2018,,,,,41.465112,-76.498457,,13.1,7.14,33.9,7.4,12.42,,,,Repeated,,,Loyalsock,,,Above bridge on Cosgrove property,,,
1051,Coal.UpperLoyalsock,201806.Coal.UpperLoyalsock,,,Coal.Run,Upper Loyalsock Creek,6/22/2018,,,,,41.46088,-76.52153,,10.8,6.15,40.2,12.9,10.05,,,,Repeated,,,Loyalsock,,,Mouth,,,
1052,DrySock.LowerLoyalsock,201806.DrySock.LowerLoyalsock,,,Dry.Run.Sock,Lower Loyalsock Creek,6/22/2018,,,,,41.419941,-76.704952,,16,7.4,50.2,15,11.54,,,,Repeated,,,Loyalsock,,,DCNR Building,,,
1053,Mill.Loyalsock,201806.Mill.Loyalsock,,,Mill.Run,Loyalsock Creek,6/22/2018,,,,,41.46669,-76.47659,,14.6,6.92,41.9,14.3,11.18,,,,Repeated,,,Loyalsock,,,Mill Run Lane,,,
1054,Painter.LittleBear,201806.Painter.LittleBear,,,Painter.Run,Little Bear Creek,6/23/2018,,,,,41.3598,-76.84715,,12.8,6.95,28.1,6,12.45,,,,Repeated,,,Loyalsock,,,Mouth,,,
1055,Red.LittleBear,201806.Red.LittleBear,,,Red.Run,Little Bear Creek,6/23/2018,,,,,41.34909,-76.81129,,11.9,6.85,19.7,3.5,12.88,,,,Repeated,,,Loyalsock,,,Bridge,,,
1056,SandSpring.LittleBear,201806.SandSpring.LittleBear,,,Sand.Spring.Run,Little Bear Creek,6/23/2018,,,,,41.34489,-76.79786,,11.4,5.86,13.6,1,12.18,,,,Repeated,,,Loyalsock,,,Bridge,,,
1057,Grandad.Hessler,201806.Grandad.Hessler,,,Grandad.Run,Hessler Branch,6/25/2018,,,,,41.35706,-76.7487,,13.2,5.99,12.9,1.5,12.46,,,,Repeated,,,Loyalsock,,,Mouth,,,
1058,Shingle.Bear,201806.Shingle.Bear,,,Shingle.Run,Bear Creek,6/25/2018,,,,,41.38193,-76.76989,,14.1,6.2,13,1.5,12.63,,,,Repeated,,,Loyalsock,,,Mouth,,,
1059,Snake.BearLoyalsock,201806.Snake.BearLoyalsock,,,Snake.Run,Bear Creek (Loyalsock),6/25/2018,,,,,41.38209,-76.781769,,13.3,7.03,26.2,6,12.7,,,,Repeated,,,Loyalsock,,,Upstream of braid,,,
1060,Yellow.LittleLoyalsock,201806.Yellow.LittleLoyalsock,,,Yellow.Run,Little Loyalsock Creek,6/25/2018,,,,,41.5081,-76.504,,15,7.06,140.4,35,11.79,,,,Repeated,,,Loyalsock,,,Above Bridge,,,
1061,PC0-SS,PC3-SS,,,Sugar Shack,Penns Creek,7/2/2018,9:30:00 AM,,,,40.90587851,-77.35060095,,17.2,6.38,29.4,10,9.22,,,,Repeated,,,,Farm Streams,,,,,
1062,PC0-VR,PC3-VR,,,Voneida Run,Penns Creek,7/2/2018,12:00:00 PM,,,,40.90519184,-77.34566262,,18,6.54,51.4,40,9.52,,,,Repeated,,,,Farm Streams,,,,,
1063,FO0-WD,FO3-WD,,,UNT 19227 to White Deer,White Deer Creek,7/3/2018,12:00:00 PM,,,,41.01731015,-77.17894433,,14.6,6.54,27.9,10,10.02,,,,Repeated,,,,Farm Streams,,,,,
1064,FO0-YR,FO3-YR,,,Yankee Run,Rapid Run,7/3/2018,11:30:00 AM,,,,40.98593302,-77.22631735,,12.3,6.52,20.4,10,10.2,,,,Repeated,,,,Farm Streams,,,,,
1065,LickIsland.FirstForkSinnemahoning,201807.LickIsland.FirstForkSinnemahoning,,,Lick.Island.Run,First Fork Sinnemahoning Creek,7/9/2018,1:10:00 PM,,41.369444,-78.050278,41.38579,-78.06877,,14.1,6.95,34.4,14,10.3,,22,,Single,Unassessed,,,,,50m above confluence with Gravely Run,,,
1066,UNTtoLickIslandRM211.LickIsland,201807.UNTtoLickIslandRM211.LickIsland,,,UNT.to.Lick.Island.Run..RM.2.11.,Lick Island Run,7/9/2018,3:00:00 PM,,41.386857,-78.077225,41.386853,-78.07685,,14.5,6.75,31.1,10,10.5,,22,,Single,Unassessed,,,,,At mouth,,,
1067,UNTtoLickIslandRM274.LickIsland,201807.UNTtoLickIslandRM274.LickIsland,,,UNT.to.Lick.Island.Run..RM.2.74.,Lick Island Run,7/9/2018,4:00:00 PM,,41.393091,-78.084941,41.392918,-78.084892,,14.3,6.88,26.5,10,10.88,,22,,Single,Unassessed,,,,,At mouth to Lick Island Run,,,
1068,Brainard.Bailey,201807.Brainard.Bailey,,,Brainard.Hollow.Run,Bailey Run,7/10/2018,12:20:00 PM,,41.53429,-78.069771,41.534495,-78.07038,,13.9,6.97,28.2,8.1,11.11,,27.2,,Single,Unassessed,,,,,At Mouth to Bailey Run,,,
1069,GasWell.RightBigNelson,201807.GasWell.RightBigNelson,,,Gas.Well.Hollow.Run,Right Branch Big Nelson Run,7/10/2018,5:27:00 PM,,41.577225,-78.007347,41.57693,-78.006117,,15.2,7.22,47.7,14,10.21,,,,Single,Unassessed,,,,,at mouth to right branch of big nelson run,,,
1070,LittleNelson.FirstForkSinnemahoning,201807.LittleNelson.FirstForkSinnemahoning,,,Little.Nelson.Run,First Fork Sinnemahoning Creek,7/10/2018,,,41.548764,-78.029227,41.549033,-78.029477,,17.4,6.71,55.3,21,9.38,,29.4,,Single,Unassessed,,,,,Along Rt 872 just above mouth,,,
1071,Mahon.FirstForkSinnemahoning,201807.Mahon.FirstForkSinnemahoning,,,Mahon.Run,First Fork Sinnemahoning Creek,7/10/2018,9:04:00 AM,,41.494473,-78.042885,41.492336,-78.040129,,14.8,6.74,54,20,8.92,,16.1,,Single,Unassessed,,,,,End of DCNR property where flows under Mahon Run Road,,,
1072,Owl.FirstForkSinnemahoning,201807.Owl.FirstForkSinnemahoning,,,Owl.Run,First Fork Sinnemahoning Creek,7/10/2018,10:35:00 AM,,41.462891,-78.058487,41.462898,-78.058044,,,,,,,,,,Single,Unassessed,,,,,Dry at mouth and 300m upstream at (41.463288  -78.055068),,,
1073,Rattlesnake.FirstForkSinnemahoning,201807.Rattlesnake.FirstForkSinnemahoning,,,Rattlesnake.Run,First Fork Sinnemahoning Creek,7/10/2018,11:00:00 AM,,41.45507,-78.0489,41.455067,-78.04887,,,,,,,,,,Single,Unassessed,,,,,At mouth  upstream for 300m,,,
1074,UNTtoUpperLogueRM011.UpperLogue,201807.UNTtoUpperLogueRM011.UpperLogue,,,UNT.to.Upper.Logue.Run.RM.0.11,Upper Logue Run,7/10/2018,11:50:00 AM,,41.47189,-78.0552,41.475781,-78.055777,,14.4,6.73,64.3,30,7.77,,23.9,,Single,Unassessed,,,,,Small isolated pools with trickle of water between,,,
1075,UpperVag.LowerVagHollow,201807.UpperVag.LowerVagHollow,,,Upper.Vag.Hollow.Run,Lower Vag Hollow Run,7/10/2018,4:10:00 PM,,41.53959,-77.9842,41.539312,-77.9819,,11.1,7.21,61.2,30,11.26,,,,Single,Unassessed,,,,,Below bridge on East Fork rd.,,,
1076,Barren.SouthWoods,201807.Barren.SouthWoods,,,Barren.Hollow.Run,South Woods Branch,7/11/2018,4:30:00 PM,,41.65885,-78.04644,41.65894,-78.04592,,16.1,6.73,68.7,24,8.15,,26.6,,Single,Unassessed,,,,,Dry Revisit -  at mouth to south woods branch - 16m of flow until disappears into wetland  reamerges 25m later as a trickle up the hillside. All fish from first 16m.,,,
1077,BigNelson.JustbelowButternutHollow,201807.BigNelson.JustbelowButternutHollow,,,Big.Nelson.Run,Just below Butternut Hollow Run,7/11/2018,11:21:00 AM,,41.57087,-78.01826,41.57087,-78.01826,,15.4,6.76,45.2,13,8.97,,23.3,,Single,Unassessed,,,,,Log structure Just upstream of confluence with Butternut Hollow Run,,,
