SurveyID,SiteCode,EventCode,Date,Watername,TribTo,Time,CrewLeader,Comments,Location,Length,AveWid,Wid1,Wid2,Wid3,Wid4,Wid5,VoltStart,FreqStart,DutyStart,Volts,FreqEnd,DutyEnd,Flow,EffortMin,Seconds,Pass1TimeA,Pass2TimeA,Pass3TimeA,Pass1TimeB,Pass2TimeB,Pass3TimeB,Pass1TimeC,Pass2TimeC,Pass3TimeC,Pass1TimeD,Pass2TimeD,Pass3TimeD,PEAllTrout,PEBrook,PEBrown,PERainbow,PEYOYAll,PEYOYBrook,PEYOYBrown,PEYOYRainbow,PEAdtAll,PEAdtBrook,PEAdtBrown,PEAdtRainbow,BrookP1,BrookP2,BrookP3,BrownP1,BrownP2,BrownP3,RainP1,RainP2,RainP3,TigerP1,TigerP2,TigerP3,TotalP1,TotalP2,TotalP3,GrandTotal,NumShockers,TimeStamp,IDBy,RecordBy,Crew,RFPID,SurveyNotes,Operators,Netters
909,UNT20216toLittleLoyals.LittleLoyalsock,201705.UNT20216toLittleLoyals.LittleLoyalsock,23-May-17,UNT.20216.to.Little.Loyalsock.Creek,Little Loyalsock Creek,1:05:00 PM,,,At Mouth,100,1.68,1.7,1.8,1.5,1.3,2.1,800,,,800,,,Normal,9,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
910,UNT20219toLittleLoyals.LittleLoyalsock,201705.UNT20219toLittleLoyals.LittleLoyalsock,23-May-17,UNT.20219.to.Little.Loyalsock.Creek,Little Loyalsock Creek,11:53:00 AM,,,At mouth,100,1.16,1.1,1.3,1.4,1.2,0.8,800,,,800,,,Normal,6,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
911,UNT20285toLittleLoyals.LittleLoyalsock,201705.UNT20285toLittleLoyals.LittleLoyalsock,23-May-17,UNT.20285.to.Little.Loyalsock.Creek,Little Loyalsock Creek,1:35:00 PM,,,Off Rt. 87  Resurvery of dry last year,185,1.54,1.4,1.6,1.2,1.8,1.7,250,,,250,,,Low,15,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
912,UNT20301toMarsh.Marsh,201705.UNT20301toMarsh.Marsh,23-May-17,UNT.20301.to.Marsh.Run,Marsh Run,3:00:00 PM,,,Railroad Street at mouth,91,2.52,1,1.4,2.7,2.8,4.7,400,,,400,,,Normal,13,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
913,UNT20445ToLoyalsockCre.Loyalsock,201705.UNT20445ToLoyalsockCre.Loyalsock,23-May-17,UNT.20445.To.Loyalsock.Creek,Loyalsock Creek,5:56:00 PM,,,Route 487 below culvert,100,0.54,0.5,0.5,0.5,0.7,0.5,425,,,425,,,Normal,8,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
914,UNT20470toLoyalsockCre.Loyalsock,201705.UNT20470toLoyalsockCre.Loyalsock,23-May-17,UNT.20470.to.Loyalsock.Creek,Loyalsock Creek,4:05:00 PM,,,Gamelands 13 above Shuman Lake Marsh,100,1.14,1.5,1.4,1.2,1,0.6,900,,,900,,,Normal,13,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
915,Cove.Loyalsock,201705.Cove.Loyalsock,24-May-17,Cove.Hollow.,Loyalsock Creek,1:45:00 PM,,,At mouth & upstream 300m,,,,,,,,,,,,,,Dry,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,EastMill.Mill,201705.EastMill.Mill,24-May-17,East.Branch.Mill.Creek,Mill Creek,8:51:00 AM,,,Off Mill Creek Rd. behind Creeks Hunting Camp,100,4.14,4.7,3.2,2.9,4.7,5.2,900,,,900,,,Normal,23,1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
917,UNT20011toLoyalsockCre.Loyalsock,201705.UNT20011toLoyalsockCre.Loyalsock,24-May-17,UNT.20011.to.Loyalsock.Creek,Loyalsock Creek,12:43:00 PM,,,At mouth,,,,,,,,,,,,,,Dry,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,UNT20036toDry.Dry,201705.UNT20036toDry.Dry,24-May-17,UNT.20036.to.Dry.Run,Dry Run,11:10:00 AM,,,Dry Run Rd Hillsgrove (previously not enough fish in 2015.) Hanging culvert present  1 Fish within 12 meters from culvert. Very steep other side of road.,100,2.7,2.7,2.8,2.2,4,1.8,950,,,950,,,Normal,6,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
919,UNT20039toDry.Dry,201705.UNT20039toDry.Dry,24-May-17,UNT.20039.to.Dry.Run,Dry Run,11:38:00 AM,,,At mouth. Hanging culvert at 53m. Both fish in first 5m,100,2.14,2.3,1.3,1.8,2.3,3,925,,,925,,,Normal,8,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
920,UNT20322toLoyalsockCre.Loyalsock,201705.UNT20322toLoyalsockCre.Loyalsock,24-May-17,UNT.20322.to.Loyalsock.Creek,Loyalsock Creek,7:10:00 AM,,,Sullivan County Fairgrounds,100,1.9,2.3,2.1,1.9,1.7,1.5,900,,,900,,,Low,4,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
921,EC0-NF,EC1-NF,30-May-17,Elk Creek- Neff,Pine Creek,8:45:00 AM,,,,105,7.06,4.7,5.7,7.7,8.1,9.1,325,,,325,,,Normal,,,2778,,,2711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Hundeberry,,,,,
922,UNT18298toPine.Pine,201705.UNT18298toPine.Pine,31-May-17,UNT.18298.to.Pine.Creek,Pine Creek,10:00:00 AM,,,Bzdil Farm,100,0.8,0.5,1.1,0.8,0.6,1,200,,,200,,,Normal,39,2314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
923,PC0-BL,PC1-BL,31-May-17,UNT to Pine Creek- Downstream,Penns Creek,10:00:00 AM,,,,100,0.8,0.5,1.1,0.8,0.6,1,200,60,12,225,60,12,,,,2314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
924,PC0-BU,PC1-BU,31-May-17,UNT to Pine Creek- Upstream,Penns Creek,11:40:00 AM,,,,100,1.1,0.9,1.2,2,0.9,0.5,225,60,12,225,60,12,,,,1415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
925,LR0-SR,LR1-SR,01-Jun-17,Schnure Farm,Susquehanna River,2:20:00 PM,,,,100,3.9,5,4,4,3,3.5,150,,,150,,,,,,2915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
926,LS0-RA,LS1-RA,01-Jun-17,Little Shamokin,Shamokin Creek,9:05:00 AM,,,,100,6.78,5.4,5.6,7.1,7.5,8.3,250,60,15,250,60,15,,,,4710,,,4686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
927,EC0-ML,EC1-ML,02-Jun-17,Elk Creek- Miller,Pine Creek,9:15:00 AM,,,,100,8.68,12.5,9.1,8.4,6.2,7.2,300,60,15,300,60,15,,,,3733,,,3828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
928,UNT48777toWolf.Wolf,201706.UNT48777toWolf.Wolf,05-Jun-17,UNT.48777.to.Wolf.Run,Wolf Run,4:10:00 PM,,,Just above mouth  100m off Port-Au-Prince Road below culvert,100,2.68,3.3,3.9,2.3,2,1.9,875,,,875,,,Normal,11,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
929,UNT48790toBeaver.Beaver,201706.UNT48790toBeaver.Beaver,05-Jun-17,UNT.48790.to.Beaver.Run,Beaver Run,11:20:00 AM,,,Industrial Drive in Dubois near Walmart,100,1.6,1.6,1.6,1.9,1.8,1.1,150,,,150,,,High,14,857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
930,UNT48846toSandyLickCr.SandyLick,201706.UNT48846toSandyLickCr.SandyLick,05-Jun-17,UNT.48846.to.Sandy.Lick.Creek,Sandy Lick Creek,1:45:00 PM,,,Off Rt. 255 across RR tracks,100,1.66,1.5,1.4,1.8,1.8,1.8,250,,,250,,,Normal,13,795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
931,Wolf.TreasureLake,201706.Wolf.TreasureLake,05-Jun-17,Wolf.Run,Treasure Lake,3:13:00 PM,,,Codrington Rd.,101,3.84,3.3,2.4,4.4,4.7,4.4,825,,,825,,,Normal,14,831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
932,UNT48933toNorthForkRe.NorthForkRedbank,201706.UNT48933toNorthForkRe.NorthForkRedbank,06-Jun-17,UNT.48933.to.North.Fork.Redbank.Creek,North Fork Redbank Creek,8:51:00 AM,,,Jay Swett Property off Big Dam Road,100,1.42,1.4,1.7,1.4,1.3,1.3,850,,,850,,,Normal,21,1269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
933,UNT48935toWindfall.Windfall,201706.UNT48935toWindfall.Windfall,06-Jun-17,UNT.48935.to.Windfall.Run,Windfall Run,12:29:00 PM,,,Shaffer Property off JimtownRd.,100,1.34,1,1.1,1.9,1.6,1.1,650,,,650,,,Normal,8,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
934,UNT48937toWindfall.Windfall,201706.UNT48937toWindfall.Windfall,06-Jun-17,UNT.48937.to.Windfall.Run,Windfall Run,1:39:00 PM,,,Off Burcher Rd. about 100m up from mouth,100,1.74,0.9,1.7,2.3,0.7,3.1,400,,,400,,,Normal,15,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
935,UNT48945toNorthForkRe.NorthForkRedbank,201706.UNT48945toNorthForkRe.NorthForkRedbank,06-Jun-17,UNT.48945.to.North.Fork.Redbank.Creek,North Fork Redbank Creek,10:45:00 AM,,,Jay Swett Property,100,1.22,0.7,0.8,0.9,1.3,2.4,700,,,700,,,Normal,11,635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
936,UNT48970toNorthForkRe.NorthForkRedbank,201706.UNT48970toNorthForkRe.NorthForkRedbank,06-Jun-17,UNT.48970.to.North.Fork.Redbank.Creek,North Fork Redbank Creek,3:25:00 PM,,,Gamelands off Bond Road,101,1.76,1.5,1.7,1.8,1.4,2.4,350,,,350,,,Normal,23,1354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
937,Beaver.SandyLick,201706.Beaver.SandyLick,07-Jun-17,Beaver.Run,Sandy Lick Creek,2:32:00 PM,,,Mouth of Little Sandy Creek near YMCA,100,2.5,3.7,2.3,1.4,3,2.1,125,,,125,,,Normal,19,1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
938,BeaverUpstream.SandyLick,201706.BeaverUpstream.SandyLick,07-Jun-17,Beaver.Run.Upstream,Sandy Lick Creek,4:10:00 PM,,,Above I-80 culvert,100,1.12,1.1,1.4,1.2,1,0.9,175,,,175,,,Normal,10,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
939,Fehley.Soldier,201706.Fehley.Soldier,07-Jun-17,Fehley.Run,Soldier Run,9:31:00 AM,,,Church Street Bridge. (Old Mine at top of watershed),100,2.8,2,2.1,3.4,4.1,2.4,100,,,100,,,Normal,9,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
940,Kyle.KyleLake,201706.Kyle.KyleLake,07-Jun-17,Kyle.Run,Kyle Lake,12:59:00 PM,,,Below culverts on Stevenson Hill Rd. State Fish Lands,101,4.76,5.6,6.5,3.6,4,4.1,175,,,175,,,Normal,26,1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
941,UNT48699toSoldier.Soldier,201706.UNT48699toSoldier.Soldier,07-Jun-17,UNT.48699.to.Soldier.Run,Soldier Run,8:30:00 AM,,,At mouth behind Peoples auto body (Good trout habitat  riffles and pools  but no trout),100,1.34,1,1.3,1.7,1.5,1.2,350,,,350,,,Normal,14,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
942,UNT48708toPitchpine.Pitchpine,201706.UNT48708toPitchpine.Pitchpine,07-Jun-17,UNT.48708.to.Pitchpine.Run,Pitchpine Run,10:14:00 AM,,,Reynoldsville Water Authority East Pitchpine Run,100,2.18,2,2.1,4,1.3,1.5,175,,,175,,,Normal,10,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
943,UNT48724.SandyLick,201706.UNT48724.SandyLick,07-Jun-17,UNT.48724,Sandy Lick Creek,11:30:00 AM,,,End of Ross Road,102,2.6,2,2.5,2.8,2.8,2.9,175,,,175,,,Normal,19,1119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
944,UNT48726.SandyLick,201706.UNT48726.SandyLick,07-Jun-17,UNT.48726,Sandy Lick Creek,5:27:00 PM,,,Oldstrip mine or wetlands below  access Via Creation Dr.,100,0.88,0.9,1,0.8,1,0.7,150,,,150,,,Normal,9,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
945,BeaverTreasureLake.LittleSandy,201706.BeaverTreasureLake.LittleSandy,08-Jun-17,Beaver.Run.Treasure.Lake,Little Sandy Creek,12:29:00 PM,,,Below Anguilla Road,101,0.94,0.9,1.1,0.9,0.8,1,175,,,175,,,Normal,15,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
946,Juniata.Beaver,201706.Juniata.Beaver,08-Jun-17,Juniata.Run,Beaver Run,1:17:00 PM,,,Anguilla Road at Treasure Lake Road,100,2.2,5,2,1.9,1.1,1,200,,,200,,,Normal,17,997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
947,UNT48938toWindfall.Windfall,201706.UNT48938toWindfall.Windfall,08-Jun-17,UNT.48938.to.Windfall.Run,Windfall Run,9:29:00 AM,,,Don Cepull property off Dixon Road,100,0.98,0.6,0.9,0.9,1.4,1.1,200,,,200,,,Normal,9,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
948,UNT48939toWindfall.Windfall,201706.UNT48939toWindfall.Windfall,08-Jun-17,UNT.48939.to.Windfall.Run,Windfall Run,11:14:00 AM,,,Don Cepull property off Dixon Road,100,1.4,0.9,0.9,2,1.3,1.9,900,,,900,,,Normal,5,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
949,WindfallBeaverDama.NorthForkRedBank,201706.WindfallBeaverDama.NorthForkRedBank,08-Jun-17,Windfall.Run..Beaver.Dam.altered.flow.of.Windfall.,North Fork Red Bank Creek,9:20:00 AM,,,Donald Cepull property  Dixon Road above bridge  above bridge on Dixon road,100,4.64,2.2,3.2,6.5,6.8,4.5,900,,,900,,,Normal,25,1477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
950,LR0-MA,LR1-MA,13-Jun-17,Martin Farm,Susquehanna River,8:54:00 AM,,,,107,1.72,1,1.3,1.9,2.1,2.3,125,60,12,125,60,12,,,,2259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
951,Broad.LittleMuncy,201706.Broad.LittleMuncy,14-Jun-17,Broad.Run,Little Muncy Creek,9:30:00 AM,,,Moreland Township Blding,100,2.74,2.2,2.4,2.3,2.7,4.1,240,,,240,,,Normal,23,1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
952,German.LittleMuncy,201706.German.LittleMuncy,14-Jun-17,German.Run,Little Muncy Creek,11:00:00 AM,,,1162 Tome Rd.,130,6.3,5.6,3.8,3.9,8.6,9.6,275,,,275,,,Normal,48,2909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
953,LittleSugar.Gregg,201706.LittleSugar.Gregg,14-Jun-17,Little.Sugar.Run,Gregg Run,1:28:00 PM,,,At Hughesville Self Storage on Green Valley Road,104,2.46,2.5,3.9,1.6,2.7,1.6,300,,,300,,,Normal,21,1243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
954,LR0-PF,LR1-PF,15-Jun-17,Pfleegor Farm,Susquehanna River,7:55:00 AM,,,,100,3.12,3.9,3.7,2.9,3.4,1.7,100,,,100,,,,,,6492,,,3217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,Much more water than last year.,,
955,LR0-SM,LR1-SM,15-Jun-17,Smith Farm,Susquehanna River,11:50:00 AM,,,,100,2.58,3.2,3.6,1.6,2,2.5,150,,,150,,,,,,3042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
956,TC0-BL,TC1-BD,16-Jun-17,Downstream Baylor (2),Susquehanna River,9:15:00 AM,,,,100,4.22,4.4,4.6,5.4,4.9,1.8,150,,,150,,,,,,4818,,,4473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
957,TC0-BU,TC1-BU,16-Jun-17,Upstream Baylor (1),Susquehanna River,11:51:00 AM,,,,100,4.56,5.3,6.2,2.4,2.9,6,150,,,150,,,,,,5335,,,5292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
958,Sand.MillMokoma,201706.Sand.MillMokoma,19-Jun-17,Sand.Run,Mill Creek (Mokoma),,,,Off trail,103,3.98,,,,,,950,,,950,,,,30,1816,1205,611,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
959,Lick.Kings,201706.Lick.Kings,20-Jun-17,Lick.Run,Kings Creek,,,,At end of path,100,2.9,,,,,,575,,,575,,,,55,3317,1767,998,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
960,Painter.LittleBear,201706.Painter.LittleBear,20-Jun-17,Painter.Run,Little Bear Creek,,,,Mouth,101,3.02,,,,,,650,,,650,,,,61,3676,2434,1242,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
961,Red.LittleBear,201706.Red.LittleBear,20-Jun-17,Red.Run,Little Bear Creek,,,,Bridge,100,4.02,,,,,,975,,,975,,,,69,4114,2446,997,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
962,SandSpring.LittleBear,201706.SandSpring.LittleBear,20-Jun-17,Sand.Spring.Run,Little Bear Creek,,,,Bridge,100,3.04,,,,,,975,,,975,,,,52,3121,1647,981,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
963,Scar.LowerLoyalsock,201706.Scar.LowerLoyalsock,20-Jun-17,Scar.Run,Lower Loyalsock,,,,At Lucky 7 Camp,100,5.46,,,,,,575,,,575,,,,87,5204,3053,1334,817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
964,Brunnerdale.Ogdonia,201706.Brunnerdale.Ogdonia,21-Jun-17,Brunnerdale.Run,Ogdonia Creek,,,,Mouth,100,3.16,,,,,,575,,,575,,,,50,3001,1750,721,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
965,Conklin.LakeMokoma,201706.Conklin.LakeMokoma,21-Jun-17,Conklin.Run,Lake Mokoma,,,,Upstream of Bridge,100,4.4,,,,,,900,,,900,,,,41,2468,1451,1017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
966,DrySock.LowerLoyalsock,201706.DrySock.LowerLoyalsock,21-Jun-17,Dry.Run.Sock,Lower Loyalsock Creek,,,,DCNR Building,100,6.44,,,,,,700,,,700,,,,48,2864,2175,689,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
967,Dutchman.UpperLoyalsock,201706.Dutchman.UpperLoyalsock,21-Jun-17,Dutchman.Run,Upper Loyalsock Creek,,,,Upstream of Railroad Trestle,100,3.38,,,,,,700,,,700,,,,22,1305,1305,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
968,Huckle.Loyalsock,201706.Huckle.Loyalsock,21-Jun-17,Huckle.Run,Loyalsock,,,,Mouth,110,3.38,,,,,,550,,,550,,,,50,2976,1805,1171,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
969,BearRun.Loyalsock,201706.BearRun.Loyalsock,22-Jun-17,Bear.Run,Loyalsock Creek,,,,Above bridge on Cosgrove property,100,3.16,,,,,,900,,,900,,,,84,5065,2757,1524,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
970,Coal.UpperLoyalsock,201706.Coal.UpperLoyalsock,22-Jun-17,Coal.Run,Upper Loyalsock Creek,,,,Mouth,100,2.32,,,,,,650,,,650,,,,20,1203,1203,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
971,Mill.Loyalsock,201706.Mill.Loyalsock,22-Jun-17,Mill.Run,Loyalsock Creek,,,,Mill Run Lane,103,3.64,,,,,,600,,,600,,,,69,4113,2787,1326,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
972,Porter.Hoagland,201706.Porter.Hoagland,22-Jun-17,Porter.Creek,Hoagland Branch,,,,Mouth,100,3.9,,,,,,500,,,500,,,,41,2470,1806,664,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
973,Rock.LittleLoyalsock,201706.Rock.LittleLoyalsock,22-Jun-17,Rock.Run,Little Loyalsock Creek,,,,DCNR Property,103,4.22,,,,,,500,,,500,,,,76,4567,2173,1380,1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
974,UNT20353toLoyalsockCre.Loyalsock,201706.UNT20353toLoyalsockCre.Loyalsock,22-Jun-17,UNT.20353.to.Loyalsock.Creek,Loyalsock Creek,9:20:00 AM,,,At mouth to Loyalsock (25ft cascade down to Loyalsock creek too steep),100,2.04,1.5,2,3.1,2.5,1.1,575,,,575,,,Normal,5,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
975,DryHB.Hoagland,201706.DryHB.Hoagland,26-Jun-17,Dry.Run.HB,Hoagland Branch,,,,Along Dry Run Road,100,1.36,,,,,,650,,,650,,,,26,1562,1211,351,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
976,Ellis.UpperLoyalsock,201706.Ellis.UpperLoyalsock,26-Jun-17,Ellis.Creek,Upper Loyalsock Creek,,,,Gamelands,102,3.7,,,,,,950,,,950,,,,38,2269,1451,818,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
977,FlagMarsh.Pigeon,201706.FlagMarsh.Pigeon,26-Jun-17,Flag.Marsh.Run,Pigeon Creek,,,,Mouth,100,2.14,,,,,,725,,,725,,,,39,2311,1408,903,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
978,Level.Lick,201706.Level.Lick,26-Jun-17,Level.Branch,Lick Creek,,,,At mouth,100,4.22,,,,,,400,,,400,,,,61,3645,2138,904,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
979,Streby.Lick,201706.Streby.Lick,26-Jun-17,Streby.Run,Lick Creek,,,,Mouth,100,4.34,,,,,,225,,,225,,,,48,2906,1663,800,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
980,Yellow.LittleLoyalsock,201706.Yellow.LittleLoyalsock,26-Jun-17,Yellow.Run,Little Loyalsock Creek,,,,Above Bridge,100,3.5,,,,,,210,,,210,,,,54,3238,1831,1002,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
981,Fall.Hoagland,201706.Fall.Hoagland,27-Jun-17,Fall.Run,Hoagland Branch,,,,Mouth,100,4.16,,,,,,400,,,400,,,,41,2475,1664,811,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
982,Lake.Elk,201706.Lake.Elk,27-Jun-17,Lake.Run,Elk Creek,,,,100m upstream of mouth,100,2.8,,,,,,500,,,500,,,,31,1844,1343,501,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
983,Sherman.UpperLoyalsock,201706.Sherman.UpperLoyalsock,27-Jun-17,Sherman.Run,Upper Loyalsock,,,,Bridge,100,2.58,,,,,,900,,,900,,,,25,1506,1093,413,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
984,Swamp.Hoagland,201706.Swamp.Hoagland,27-Jun-17,Swamp.Run,Hoagland Branch,,,,Mouth,100,3.36,,,,,,725,,,725,,,,44,2649,1373,688,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
985,UNT20410toLoyalsockCre.Loyalsock,201706.UNT20410toLoyalsockCre.Loyalsock,27-Jun-17,UNT.20410.to.Loyalsock.Creek,Loyalsock Creek,6:10:00 PM,,,Mouth below huge wetland. No flow above,102,1.8,2.1,1.9,1.8,1.7,1.5,150,,,150,,,Normal,24,1411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
986,Weed.Hoagland,201706.Weed.Hoagland,27-Jun-17,Weed.Creek,Hoagland Branch,,,,At mouth,100,2.46,,,,,,425,,,425,,,,24,1429,961,468,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
987,Grandad.Hessler,201706.Grandad.Hessler,28-Jun-17,Grandad.Run,Hessler Branch,,,,Mouth,100,2.4,,,,,,990,,,990,,,,48,2852,1391,997,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
988,Shingle.Bear,201706.Shingle.Bear,28-Jun-17,Shingle.Run,Bear Creek,,,,Mouth,100,2.96,,,,,,990,,,990,,,,35,2096,1411,685,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
989,Snake.BearLoyalsock,201706.Snake.BearLoyalsock,28-Jun-17,Snake.Run,Bear Creek (Loyalsock),,,,Upstream of braid,100,3.24,,,,,,750,,,750,,,,41,2430,1572,858,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
